Código,Cotação,P/L,P/VP,RSR,DY,P/Ativo,P/Cap.Giro,P/EBIT,P/ACL,EV/EBITDA,EV/EBIT,Mrg.Liq,Lig.Corr,ROIC,ROE,Liquidez 2 meses,Patrimonio Líquido,Dív. Bruta/Patrimonio,Cresc. Rec. 5a
TMGC13,"966,14","15,31","1,96","1,406","0,00%","1,353","8,18","21,56","14,45","20,23","20,23","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
BEMA3,"10,80","15,32","1,22","1,293","0,00%","0,808","3,18","14,34","11,45","14,43","8,11","9,01%","8,44%","2,66","6,96%","7,95%","0,00","457.342.000,00","0,19","10,58%"
ENGI3,"13,50","15,35","1,77","0,959","2,29%","0,407","4,54","4,78","-0,82","9,56","7,37","20,09%","8,86%","1,56","10,16%","11,53%","72.730,40","19.198.400.000,00","2,32","8,33%"
CMIN3,"4,67","15,38","3,80","1,407","55,77%","0,756","12,40","4,90","-1,72","4,96","3,98","28,73%","9,15%","1,20","23,02%","24,69%","46.094.500,00","6.680.130.000,00","1,38","1,08%"
PGMN3,"5,56","15,46","1,30","0,270","4,24%","0,406","1,91","4,74","-3,53","6,56","4,05","5,70%","1,75%","1,59","11,92%","8,44%","41.368.800,00","3.085.170.000,00","0,56","18,35%"
EGIE3,"35,31","15,62","3,16","3,136","3,80%","0,729","53,57","7,35","-1,17","11,96","9,54","42,67%","22,22%","1,12","10,76%","20,25%","73.274.500,00","12.757.700.000,00","2,25","-0,09%"
ILMD3,"29,00","15,73","2,63","0,683","0,00%","1,395","5,70","14,13","7,53","13,13","13,13","4,84%","4,92%","1,60","12,52%","16,69%","0,00","658.715.000,00","0,02","0,65%"
CPLE6,"14,26","15,82","1,84","1,629","0,00%","0,704","-235,44","9,15","-1,61","12,78","9,69","17,81%","10,29%","0,98","8,58%","11,62%","0,00","23.130.000.000,00","0,87","2,05%"
MYPK3,"9,45","15,89","0,35","0,095","3,25%","0,100","0,50","1,51","-0,45","5,52","3,50","6,30%","1,44%","1,75","9,23%","2,23%","13.429.300,00","4.098.170.000,00","1,39","-0,08%"
CRTP5,"62,10","15,98","1,71","1,748","0,00%","1,127","3,98","14,09","5,88","12,48","12,48","12,40%","10,94%","2,14","12,36%","10,68%","0,00","1.210.570.000,00","0,12","10,11%"
PATI3,"33,33","16,00","1,07","0,414","7,09%","0,563","1,56","10,48","2,60","10,07","8,20","3,95%","2,59%","2,08","9,90%","6,72%","29.956,00","742.060.000,00","0,43","-7,22%"
PTNT3,"8,61","16,00","0,94","0,499","3,08%","0,374","0,85","16,63","6,37","21,70","8,43","3,00%","4,54%","4,13","3,53%","5,90%","19.647,80","438.383.000,00","1,06","0,12%"
PTNT4,"8,65","16,07","0,95","0,501","3,06%","0,376","0,86","16,70","6,40","21,78","8,46","3,00%","4,54%","4,13","3,53%","5,90%","308.356,00","438.383.000,00","1,06","0,12%"
ILMD4,"30,00","16,28","2,72","0,707","0,00%","1,443","5,89","14,62","7,79","13,62","13,62","4,84%","4,92%","1,60","12,52%","16,69%","0,00","658.715.000,00","0,02","0,65%"
TFCO4,"15,35","16,34","4,18","2,247","1,88%","2,414","5,46","10,76","8,64","11,38","10,43","20,90%","13,60%","2,72","25,70%","25,59%","11.858.200,00","562.494.000,00","0,30","23,86%"
DURA4,"31,39","16,35","2,22","2,182","0,00%","1,224","17,24","10,12","-10,49","11,47","11,47","21,56%","13,39%","1,27","14,38%","13,59%","0,00","1.789.980.000,00","0,52","10,94%"
PNVL3,"13,57","16,38","1,59","0,370","2,20%","0,533","2,09","8,64","-8,13","13,19","6,65","4,29%","2,26%","1,74","8,83%","9,72%","12.494.200,00","1.281.850.000,00","1,18","13,72%"
BRAP4,"22,94","16,49","1,18","0,000","10,28%","1,127","41,50","-261,07","42,27","-260,54","-260,54","0,00%","0,00%","1,62","-0,43%","7,15%","58.014.600,00","7.647.770.000,00","0,00","0,00%"
GGPS3,"15,08","16,59","2,87","0,656","1,94%","0,726","1,96","8,59","-3,89","10,35","7,86","7,64%","4,02%","2,98","11,71%","17,31%","50.644.800,00","3.950.640.000,00","1,57","27,03%"
DURA3,"31,90","16,62","2,26","2,218","0,00%","1,244","17,52","10,29","-10,66","11,64","11,64","21,56%","13,39%","1,27","14,38%","13,59%","0,00","1.789.980.000,00","0,52","10,94%"
LIPR3,"36,01","16,64","1,82","0,000","3,95%","1,706","6,65","-54,89","7,07","-45,91","-45,91","0,00%","0,00%","6,18","-4,31%","10,96%","0,00","232.276.000,00","0,00","0,00%"
DPPI3,"85,00","16,65","4,99","-1,453","0,00%","3,753","8,70","190,72","9,75","177,18","177,18","-0,76%","-5,04%","3,14","3,00%","29,97%","0,00","545.227.000,00","0,06","15,14%"
SMFT3,"17,27","16,66","1,88","1,469","5,84%","0,495","9,24","6,23","-0,96","8,60","4,24","23,60%","8,85%","1,32","9,80%","11,28%","135.382.000,00","5.661.540.000,00","1,32","57,33%"
VSTE3,"3,56","16,68","0,38","0,331","1,42%","0,246","2,35","4,92","-4,55","8,23","2,63","6,72%","1,98%","1,53","5,47%","2,29%","71.536,50","1.065.480.000,00","0,29","7,49%"
KROT4,"5,12","16,90","0,79","1,506","0,00%","0,438","5,65","5,16","-1,77","7,78","5,85","29,17%","8,35%","1,66","9,50%","4,65%","0,00","13.453.700.000,00","0,49","10,47%"
ASAI3,"8,85","17,11","2,03","0,155","1,18%","0,254","7,39","1,93","-0,50","3,86","3,00","8,03%","0,90%","1,10","19,66%","11,89%","120.242.000,00","5.887.000.000,00","2,78","14,92%"
TIMP3,"13,46","17,13","1,43","1,903","0,00%","0,818","15,37","9,79","-3,78","9,72","3,77","19,44%","11,11%","1,34","9,67%","8,33%","0,00","22.847.800.000,00","0,14","2,29%"
BMTO4,"7,57","17,27","2,07","0,000","0,00%","2,030","0,00","-2.625,16","0,00","-2.624,05","-1.477,48","0,00%","0,00%","0,00","0,00%","12,00%","0,00","1.046.320.000,00","0,00","0,00%"
MATD3,"5,74","17,32","1,31","0,880","3,95%","0,444","1,91","5,11","-1,43","7,19","5,54","17,22%","5,14%","3,04","10,58%","7,55%","727.522,00","1.464.490.000,00","0,96","19,00%"
BFIT4,"0,93","17,55","1,96","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,15%","0,00","1.849.420.000,00","0,00","35,67%"
CPLE3,"15,90","17,64","2,05","1,816","6,68%","0,785","-262,51","10,20","-1,79","13,83","10,49","17,81%","10,29%","0,98","8,58%","11,62%","370.761.000,00","23.130.000.000,00","0,87","2,05%"
BAUH4,"94,99","17,74","3,50","1,818","1,14%","2,423","8,91","22,90","9,45","19,89","16,00","7,94%","10,25%","1,93","21,89%","19,75%","5.144,69","141.596.000,00","0,00","11,47%"
PATI4,"37,00","17,76","1,19","0,459","7,17%","0,625","1,74","11,64","2,88","11,23","9,13","3,95%","2,59%","2,08","9,90%","6,72%","6.637,10","742.060.000,00","0,43","-7,22%"
BMTO3,"7,82","17,84","2,14","0,000","0,00%","2,097","0,00","-2.711,85","0,00","-2.710,74","-1.526,30","0,00%","0,00%","0,00","0,00%","12,00%","0,00","1.046.320.000,00","0,00","0,00%"
UCOP4,"6,50","18,01","1,30","19,050","0,00%","0,844","5,14","22,70","-8,61","24,17","41,56","83,92%","110,51%","13,37","3,91%","7,23%","0,00","972.713.000,00","0,16","9,25%"
LUXM3,"10,00","18,21","2,44","2,630","0,00%","1,718","17,41","15,14","-24,31","14,78","8,81","17,38%","14,44%","1,79","13,14%","13,38%","0,00","170.545.000,00","0,11","3,69%"
BFIT3,"0,98","18,49","2,06","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,15%","0,00","1.849.420.000,00","0,00","35,67%"
ALOS3,"30,65","18,53","1,18","5,405","7,83%","0,594","7,60","10,89","-1,76","9,17","6,34","49,65%","33,06%","2,58","6,04%","6,35%","194.901.000,00","13.146.400.000,00","0,00","36,78%"
TMCP3,"56,00","18,58","1,38","1,525","0,00%","0,937","3,85","24,25","4,74","19,68","19,68","6,29%","9,75%","2,30","5,54%","7,44%","0,00","1.798.930.000,00","0,03","10,49%"
RDOR3,"38,37","18,74","4,54","1,576","11,13%","0,824","2,55","8,94","-2,82","9,51","8,02","17,64%","8,69%","2,79","15,30%","24,23%","344.283.000,00","19.351.700.000,00","2,39","32,31%"
KROT11,"40,00","18,86","0,88","1,681","0,00%","0,489","6,30","5,76","-1,98","8,38","6,30","29,17%","8,35%","1,66","9,50%","4,65%","0,00","13.453.700.000,00","0,49","10,47%"
SMLE3,"92,82","18,88","21,91","6,635","0,00%","6,477","-124,00","16,50","-42,31","16,32","13,20","40,22%","35,14%","0,91","46,17%","116,04%","0,00","524.731.000,00","0,00","36,83%"
BPAC3,"26,30","19,25","4,39","0,000","1,56%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","22,79%","601.287,00","69.969.600.000,00","0,00","14,72%"
TMCP4,"58,20","19,31","1,44","1,585","0,00%","0,973","4,00","25,21","4,92","20,63","20,63","6,29%","9,75%","2,30","5,54%","7,44%","0,00","1.798.930.000,00","0,03","10,49%"
OPCT3,"10,33","19,58","2,04","0,968","0,94%","0,594","2,59","6,41","-1,77","10,66","5,32","15,11%","4,94%","2,59","12,26%","10,40%","5.098.140,00","1.014.120.000,00","2,05","23,69%"
B3SA3,"18,03","19,84","5,22","8,181","3,50%","1,877","10,81","13,72","-6,84","13,63","12,88","59,64%","41,24%","1,91","20,37%","26,29%","695.619.000,00","17.442.100.000,00","0,86","2,02%"
MERC3,"15,28","19,92","1,06","0,000","1,19%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","5,33%","0,00","589.733.000,00","0,00","30,30%"
VBBR3,"33,30","19,92","1,94","0,211","3,13%","0,655","3,58","8,76","-2,31","13,05","10,57","2,41%","1,05%","1,95","8,71%","9,72%","289.814.000,00","20.607.000.000,00","1,13","7,20%"
AUTM3,"19,70","20,00","1,90","0,709","0,00%","0,547","4,08","6,78","-2,42","8,22","8,99","10,47%","4,31%","1,48","11,93%","9,50%","0,00","1.304.250.000,00","0,97","28,21%"
AEDU11,"37,35","20,13","1,13","1,405","0,00%","0,732","5,77","13,93","-7,31","16,14","10,82","10,08%","6,98%","2,04","5,77%","5,60%","0,00","2.415.400.000,00","0,30","20,90%"
VIVT3,"39,25","20,53","1,84","2,125","2,90%","0,989","-4.897,97","13,26","-3,74","14,64","5,71","16,02%","10,37%","1,00","8,60%","8,98%","197.755.000,00","68.721.700.000,00","0,30","7,85%"
JALL3,"3,20","20,89","0,47","0,420","0,00%","0,122","0,41","-4,78","-0,38","-20,92","3,95","-8,77%","2,01%","3,39","-3,50%","2,25%","4.441.460,00","2.063.540.000,00","2,59","12,82%"
LAME4,"6,55","20,99","1,89","0,476","0,00%","0,282","1,19","7,32","-4,32","11,24","5,46","6,51%","2,51%","1,72","6,53%","9,02%","0,00","6.514.640.000,00","2,54","9,72%"
MERC4,"16,25","21,18","1,13","0,000","3,26%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","5,33%","4.642,86","589.733.000,00","0,00","30,30%"
TKNO4,"216,00","21,21","2,20","2,144","7,59%","1,803","4,68","23,80","5,25","22,48","17,00","9,01%","10,11%","3,78","9,44%","10,38%","155.794,00","289.247.000,00","0,01","-1,18%"
LAME3,"6,62","21,22","1,91","0,481","0,00%","0,285","1,20","7,40","-4,37","11,32","5,49","6,51%","2,51%","1,72","6,53%","9,02%","0,00","6.514.640.000,00","2,54","9,72%"
EQPA5,"15,00","21,34","6,40","2,711","0,90%","1,762","11,18","11,91","-4,52","13,88","11,37","22,75%","12,70%","1,89","18,84%","29,98%","637,64","5.179.040.000,00","1,58","11,20%"
PEAB4,"39,70","21,36","0,79","6,141","2,61%","0,557","4,65","-29,08","-4,49","-28,87","-98,91","-21,12%","28,75%","3,34","-2,19%","3,69%","6.340,86","912.423.000,00","0,17","41,16%"
PEAB3,"39,72","21,37","0,79","6,144","2,37%","0,557","4,66","-29,10","-4,49","-28,88","-98,96","-21,12%","28,75%","3,34","-2,19%","3,69%","7.193,14","912.423.000,00","0,17","41,16%"
TOTS3,"31,86","21,42","3,74","3,309","2,04%","2,020","10,06","8,80","-143,65","8,82","7,62","37,61%","15,95%","1,96","29,15%","17,47%","149.047.000,00","5.105.280.000,00","0,36","15,76%"
BPAN4,"12,75","21,47","2,08","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,67%","0,00","7.792.670.000,00","0,00","-1,53%"
GOAU3,"9,49","21,86","0,66","0,182","3,30%","0,155","0,69","2,03","22,44","3,35","2,10","8,96%","2,41%","2,76","8,92%","3,04%","499.775,00","18.917.700.000,00","0,73","-5,06%"
FRAS3,"21,62","21,89","2,46","1,104","3,19%","0,839","3,03","8,17","-4,58","10,08","7,41","13,51%","5,16%","2,41","14,09%","11,26%","7.079.850,00","2.459.830.000,00","1,12","19,35%"
CRTP3,"86,50","22,26","2,38","2,435","0,00%","1,570","5,55","19,63","8,19","18,02","18,02","12,40%","10,94%","2,14","12,36%","10,68%","0,00","1.210.570.000,00","0,12","10,11%"
PNVL4,"18,62","22,47","2,18","0,508","0,00%","0,731","2,87","11,85","-11,15","16,40","8,27","4,29%","2,26%","1,74","8,83%","9,72%","0,00","1.281.850.000,00","1,18","13,72%"
BSCT6,"2,58","22,49","2,04","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,05%","0,00","212.960.000,00","0,00","1,92%"
RSIP3,"0,44","22,70","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","33,21","9,17%","3,85%","0,90","5,00%","5,80%","0,00","66.914.000,00","1,40","15,13%"
RSIP4,"0,44","22,70","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","33,21","9,17%","3,85%","0,90","5,00%","5,80%","0,00","66.914.000,00","1,40","15,13%"
GOAU4,"9,93","22,87","0,70","0,190","3,15%","0,162","0,72","2,12","23,48","3,45","2,16","8,96%","2,41%","2,76","8,92%","3,04%","86.155.000,00","18.917.700.000,00","0,73","-5,06%"
ESPA3,"1,00","23,06","0,42","0,331","3,76%","0,164","0,86","2,15","-1,12","5,76","3,60","15,39%","1,20%","1,69","8,26%","1,83%","1.132.830,00","858.551.000,00","0,88","10,28%"
VALE3,"81,18","23,10","1,88","1,677","6,90%","0,788","21,30","5,02","-2,07","6,00","4,82","33,44%","6,44%","1,24","17,92%","8,16%","1.707.060.000,00","191.216.000.000,00","0,51","-5,32%"
TVIT3,"19,30","23,46","5,45","1,705","0,00%","2,424","175,42","16,02","-12,72","17,14","17,14","10,64%","7,27%","1,04","17,58%","23,24%","0,00","314.984.000,00","0,56","0,00%"
GGBR3,"19,42","23,51","0,73","0,557","3,25%","0,476","2,12","6,20","77,42","7,53","4,71","8,98%","2,42%","2,76","8,94%","3,11%","716.618,00","52.772.500.000,00","0,26","-5,06%"
MOAR3,"61,21","23,51","0,81","0,000","41,78%","0,338","0,77","-29,11","14,00","-12,23","-12,56","0,00%","0,00%","3,60","-2,74%","3,45%","0,00","924.791.000,00","0,91","0,00%"
FESA3,"12,65","23,72","1,36","1,914","5,24%","1,002","3,72","27,04","7,30","23,25","8,67","7,08%","8,08%","3,06","5,02%","5,74%","3.675,83","3.284.360.000,00","0,11","-3,78%"
VIVT4,"45,34","23,72","2,13","2,455","0,00%","1,142","-5.657,94","15,32","-4,32","16,70","6,51","16,02%","10,37%","1,00","8,60%","8,98%","0,00","68.721.700.000,00","0,30","7,85%"
TMGC3,"1.500,00","23,77","3,05","2,182","0,00%","2,101","12,70","33,47","22,43","32,14","32,14","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
POWE3,"10,90","23,92","0,99","0,618","0,00%","0,378","6,57","17,61","-3,01","10,63","10,01","3,51%","2,59%","1,13","3,54%","4,13%","0,00","988.330.000,00","0,04","0,00%"
TSEP4,"29,01","23,97","1,30","1,282","0,00%","0,906","3,80","14,82","4,43","12,29","12,29","8,65%","5,35%","1,88","9,10%","5,43%","0,00","2.047.020.000,00","0,00","4,50%"
VVEO3,"1,36","24,07","0,23","0,038","0,00%","0,049","0,38","1,28","-0,18","9,41","4,79","2,96%","0,16%","1,33","5,35%","0,94%","2.542.830,00","1.937.090.000,00","1,78","16,44%"
ELEK3,"19,11","24,46","2,66","0,619","0,34%","1,067","3,75","52,11","-110,34","65,77","26,15","1,19%","2,53%","1,94","2,52%","10,87%","0,00","226.327.000,00","0,99","5,69%"
MAGS3,"62,45","24,49","3,13","2,217","0,00%","2,120","4,90","15,02","6,65","14,19","14,19","14,76%","8,91%","3,06","18,74%","12,78%","0,00","848.546.000,00","0,13","10,05%"
ARML3,"4,77","24,64","1,29","0,876","11,52%","0,309","1,28","3,91","-0,88","8,22","5,24","22,38%","3,91%","2,56","11,87%","5,24%","5.458.730,00","1.279.460.000,00","2,33","45,84%"
JSLG3,"7,06","24,66","1,52","0,209","27,18%","0,166","1,87","2,00","-0,31","8,41","4,65","10,46%","0,85%","1,33","9,72%","6,17%","10.462.400,00","1.324.560.000,00","6,00","22,44%"
CRUZ3,"27,59","25,31","22,46","6,614","0,00%","7,185","62,03","20,74","124,93","20,75","19,27","31,89%","26,13%","1,19","46,80%","88,76%","0,00","1.877.350.000,00","0,63","3,04%"
PRIO3,"66,41","25,74","2,25","3,718","0,00%","0,903","13,44","25,18","-2,01","36,06","10,17","14,77%","14,45%","1,82","3,94%","8,73%","1.120.340.000,00","25.779.900.000,00","1,10","39,72%"
CESP5,"25,00","25,96","1,82","5,098","0,00%","0,647","13,49","9,11","-1,18","14,85","9,66","55,96%","19,64%","1,96","7,69%","7,03%","0,00","4.779.440.000,00","1,34","-6,51%"
TNLP4,"20,36","25,96","0,71","0,344","0,00%","0,125","1,29","3,40","-0,33","9,07","9,07","10,12%","-0,07%","1,48","4,58%","2,72%","0,00","13.736.000.000,00","2,02","15,39%"
HGTX4,"9,60","26,11","0,92","1,070","0,00%","0,635","1,92","27,10","2,54","28,00","11,15","3,95%","4,10%","2,47","3,00%","3,51%","0,00","1.704.940.000,00","0,12","-4,62%"
CESP6,"25,25","26,22","1,84","5,149","0,00%","0,653","13,63","9,20","-1,19","14,94","9,71","55,96%","19,64%","1,96","7,69%","7,03%","0,00","4.779.440.000,00","1,34","-6,51%"
CESP3,"25,55","26,53","1,86","5,210","0,00%","0,661","13,79","9,31","-1,21","15,05","9,79","55,96%","19,64%","1,96","7,69%","7,03%","0,00","4.779.440.000,00","1,34","-6,51%"
AMBV4,"86,80","26,59","8,74","8,027","0,00%","5,253","144,02","20,54","-37,72","20,36","18,35","39,08%","30,76%","1,18","32,43%","32,88%","0,00","31.105.700.000,00","0,10","21,73%"
AMBV3,"87,00","26,65","8,76","8,045","0,00%","5,266","144,35","20,59","-37,80","20,41","18,39","39,08%","30,76%","1,18","32,43%","32,88%","0,00","31.105.700.000,00","0,10","21,73%"
ARTR3,"10,01","26,67","1,52","1,002","0,00%","0,278","-168,95","5,53","-0,41","17,30","6,25","18,10%","3,76%","0,99","5,62%","5,71%","0,00","3.776.090.000,00","3,77","9,41%"
AUAU3,"3,42","26,92","2,74","0,977","0,00%","1,081","8,85","13,61","-6,13","11,51","5,29","7,18%","3,63%","1,40","12,13%","10,19%","13.668.200,00","1.073.010.000,00","0,00","0,00%"
DOHL4,"3,66","27,03","0,40","0,444","0,30%","0,264","0,56","-8,95","1,03","-10,33","-31,83","-4,96%","1,64%","5,09","-3,60%","1,47%","7.971,38","698.331.000,00","0,26","-1,69%"
RPSA4,"4,90","27,33","1,55","5,697","0,00%","0,805","5,09","107,53","-4,50","137,55","137,55","5,30%","20,85%","2,09","0,85%","5,69%","0,00","1.167.980.000,00","0,61","-14,23%"
GGBR4,"22,61","27,38","0,85","0,649","2,79%","0,554","2,46","7,22","90,13","8,55","5,35","8,98%","2,42%","2,76","8,94%","3,11%","241.673.000,00","52.772.500.000,00","0,26","-5,06%"
RENT3,"45,91","27,52","2,02","1,235","4,36%","0,603","15,69","6,61","-1,28","10,83","6,15","18,70%","4,48%","1,20","11,90%","7,34%","460.590.000,00","25.535.400.000,00","1,71","40,88%"
AXIA3,"62,05","27,58","1,53","4,382","4,65%","0,647","8,57","31,65","-1,66","39,83","22,12","13,84%","15,89%","1,68","2,30%","5,54%","609.857.000,00","118.430.000.000,00","0,63","3,57%"
HBOR3,"2,35","27,94","0,22","0,279","5,67%","0,048","0,19","2,38","-0,40","14,61","13,15","11,70%","8,16%","2,25","2,13%","0,78%","3.687.480,00","1.445.740.000,00","1,29","7,10%"
SEBB11,"23,27","28,01","6,44","2,214","0,00%","5,279","24,65","23,96","28,94","23,73","23,73","9,24%","7,40%","2,44","24,15%","23,01%","0,00","145.783.000,00","0,01","50,04%"
FRIO3,"170,18","28,87","2,81","0,452","0,00%","0,578","6,81","8,11","-5,88","12,59","7,92","5,57%","0,91%","1,15","10,37%","9,72%","0,00","386.928.000,00","2,06","4,25%"
EMBJ3,"77,04","29,21","3,01","1,362","0,99%","0,802","4,34","13,32","-5,29","13,28","9,94","10,22%","4,76%","1,50","8,54%","10,30%","471.895.000,00","18.953.900.000,00","0,75","17,82%"
RADL3,"21,94","29,65","5,25","0,869","1,82%","1,527","8,16","14,37","-13,12","15,62","8,91","6,05%","2,94%","1,46","15,09%","17,71%","238.298.000,00","7.322.130.000,00","0,53","16,23%"
DESK3,"18,40","29,91","1,52","1,755","0,79%","0,554","9,67","5,90","-1,29","9,06","5,46","29,74%","6,63%","1,41","11,11%","5,08%","17.120.700,00","1.407.990.000,00","1,16","34,50%"
WEGE3,"44,86","29,95","10,61","4,685","4,83%","4,341","19,45","22,12","61,79","21,73","19,40","21,18%","16,72%","1,55","25,96%","35,43%","368.939.000,00","17.746.100.000,00","0,23","12,61%"
BSCT5,"3,50","30,51","2,76","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,05%","0,00","212.960.000,00","0,00","1,92%"
AXIA6,"68,65","30,52","1,69","4,848","4,63%","0,716","9,48","35,02","-1,83","43,20","23,99","13,84%","15,89%","1,68","2,30%","5,54%","115.477.000,00","118.430.000.000,00","0,63","3,57%"
CASN3,"10,45","31,07","4,62","5,546","0,00%","1,951","64,44","18,61","-4,91","22,14","16,61","29,80%","17,85%","1,20","11,87%","14,88%","0,00","2.600.840.000,00","1,09","15,93%"
MGLU3,"8,23","31,21","0,57","0,165","0,99%","0,168","2,40","4,25","-0,94","6,19","3,34","3,88%","0,53%","1,15","6,16%","1,81%","159.098.000,00","11.278.000.000,00","0,44","2,07%"
EQTL3,"42,32","31,75","2,07","1,023","3,73%","0,486","6,06","5,39","-0,97","9,84","7,70","18,98%","4,81%","1,49","10,50%","6,52%","331.657.000,00","25.751.500.000,00","2,12","22,67%"
BRST3,"2,99","32,07","0,85","0,781","1,37%","0,280","3,33","5,56","-0,68","12,57","3,99","14,04%","2,44%","1,49","6,37%","2,65%","1.223.540,00","1.543.820.000,00","1,63","16,88%"
MOSI3,"8,24","32,29","1,56","4,761","0,00%","1,453","1,89","89,69","1,90","42,98","24,91","5,31%","14,75%","13,30","8,12%","4,82%","0,00","670.337.000,00","0,00","0,00%"
BRGE6,"12,92","32,46","0,72","267,653","4,36%","0,318","0,83","-1,36","1,62","0,92","0,94","-19.636,90%","1.381,29%","3,06","-50,03%","2,21%","0,00","1.324.180.000,00","0,00","-45,61%"
CREM3,"14,50","32,69","2,45","0,685","0,00%","0,670","4,89","8,52","-5,41","12,04","7,07","8,05%","2,10%","1,29","11,36%","7,50%","0,00","189.701.000,00","1,58","-0,27%"
BRGE7,"13,07","32,83","0,73","270,760","2,51%","0,322","0,84","-1,38","1,63","0,90","0,92","-19.636,90%","1.381,29%","3,06","-50,03%","2,21%","0,00","1.324.180.000,00","0,00","-45,61%"
TSEP3,"40,00","33,05","1,79","1,768","0,00%","1,250","5,24","20,44","6,11","17,91","17,91","8,65%","5,35%","1,88","9,10%","5,43%","0,00","2.047.020.000,00","0,00","4,50%"
BRGE8,"13,17","33,08","0,73","272,832","1,78%","0,324","0,85","-1,39","1,65","0,89","0,91","-19.636,90%","1.381,29%","3,06","-50,03%","2,21%","0,00","1.324.180.000,00","0,00","-45,61%"
BRGE5,"13,18","33,11","0,73","273,039","0,00%","0,325","0,85","-1,39","1,65","0,89","0,91","-19.636,90%","1.381,29%","3,06","-50,03%","2,21%","0,00","1.324.180.000,00","0,00","-45,61%"
BRGE11,"13,18","33,11","0,73","273,039","2,14%","0,325","0,85","-1,39","1,65","0,89","0,91","-19.636,90%","1.381,29%","3,06","-50,03%","2,21%","0,00","1.324.180.000,00","0,00","-45,61%"
ELEK4,"26,00","33,27","3,62","0,842","0,25%","1,452","5,10","70,89","-150,12","84,56","33,61","1,19%","2,53%","1,94","2,52%","10,87%","0,00","226.327.000,00","0,99","5,69%"
BRGE12,"13,47","33,84","0,75","279,047","0,00%","0,332","0,87","-1,42","1,68","0,86","0,88","-19.636,90%","1.381,29%","3,06","-50,03%","2,21%","0,00","1.324.180.000,00","0,00","-45,61%"
BRGE3,"13,50","33,91","0,75","279,668","0,00%","0,333","0,87","-1,42","1,69","0,86","0,87","-19.636,90%","1.381,29%","3,06","-50,03%","2,21%","0,00","1.324.180.000,00","0,00","-45,61%"
RAIL3,"15,73","34,52","2,11","2,111","5,83%","0,544","8,26","5,23","-0,97","8,11","5,81","40,37%","6,25%","1,57","12,25%","6,12%","204.746.000,00","13.842.600.000,00","1,67","17,24%"
ELET5,"78,75","35,01","1,94","5,562","0,00%","0,821","10,87","40,17","-2,10","48,35","26,85","13,84%","15,89%","1,68","2,30%","5,54%","0,00","118.430.000.000,00","0,63","3,57%"
CTIP3,"49,50","35,13","8,76","8,248","0,00%","3,774","-71,28","21,15","-14,32","21,42","18,26","38,99%","23,48%","0,85","24,63%","24,94%","0,00","1.486.250.000,00","0,67","13,43%"
TNLP3,"27,75","35,39","0,96","0,468","0,00%","0,170","1,76","4,63","-0,45","10,31","10,31","10,12%","-0,07%","1,48","4,58%","2,72%","0,00","13.736.000.000,00","2,02","15,39%"
LOGN3,"30,90","35,42","3,04","1,076","0,00%","0,852","8,51","9,97","-2,25","14,16","7,62","10,79%","3,04%","1,42","9,66%","8,59%","437.207,00","1.089.430.000,00","1,56","20,73%"
PRGA4,"75,00","35,87","8,78","1,836","0,00%","1,749","13,20","17,91","-6,18","20,09","13,09","10,25%","5,05%","1,36","17,44%","24,47%","0,00","13.601.200.000,00","2,20","7,52%"
VIGR3,"25,00","36,57","2,55","0,763","0,00%","0,899","11,45","12,39","-5,02","15,20","22,95","6,16%","2,28%","1,26","9,06%","6,98%","0,00","1.593.560.000,00","0,84","54,72%"
PARD3,"20,25","36,76","5,30","2,565","5,22%","2,095","-54,06","17,52","-8,62","18,12","11,99","14,64%","7,00%","0,90","15,26%","14,42%","0,00","1.019.310.000,00","0,53","15,97%"
CRIV4,"6,74","37,77","0,66","0,000","3,60%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","1,74%","0,00","1.058.750.000,00","0,00","-0,10%"
TASA4,"4,86","38,31","0,54","0,463","0,06%","0,262","1,23","84,87","4,09","156,57","20,23","0,55%","1,21%","1,58","0,37%","1,42%","1.909.300,00","1.247.450.000,00","0,73","-15,41%"
ALSC3,"27,75","38,57","2,20","10,717","0,95%","1,202","9,41","19,33","-4,22","17,49","14,08","55,45%","29,30%","5,39","7,03%","5,69%","0,00","2.593.960.000,00","0,00","2,34%"
